prediction;gold;sentence 
negative;negative;"this is not a four point by sheraton service i am use to."""
positive;negative;au\u00dferdem bekommmt man auch mal live da kakerlaken-problem new york mit - irgendwie also ziemlich authentisch.
negative;negative;"i could go on"""
positive;negative;a young man, in a tux, cursed at my husband and kicked our door in.
negative;negative;n\u00e3o tinha cofre no hotel, tinha que deixar a malas trancadas e sem seguran\u00e7a.
negative;negative;he assured me there wa no way his staff would have missed the hole and rented out a room in such a state.
negative;negative;called the front desk and again they informed that the maintenance crew would not be in until monday.
negative;negative;"""we just got back \nstayed in room 410 the view wa a cement wall!\npool wa murky hot tub wa awful \ni know it is hard to find a place downtown but i think if you look harder you can do better\nthe one good thing wa steve the parking attendant wa helpful"""
negative;negative;twenty minute later a we were leaving, the coffee cup became available from another unit of the hotel.
positive;negative;"""my wife and i stayed at the wellington for five night in may 2007."
negative;negative;"they will have my custom, but not the icon."""
positive;negative;i just know he wasn't part of the cleaning staff.
negative;negative;there wa no latch lock, it wa broken off .
negative;negative;your better off finding a coffee shop, that is f if you can get out of the area!
positive;negative;"""we had previously stayed at the alexis park hotel and had a good time."
negative;negative;room wa impecable every time i got back to the hotel.
negative;negative;"i have stayed in a lot of place - this wa the worst experience i ever had!"""
positive;negative;"""ich bin im rahmen einer onlinemarketing-messe im hotel la semana in manhattan abgestiegen."
negative;negative;i felt very lost in the busy shuffle and found the service to be awful.
positive;negative;my family and i had to park at a parking garage near by.\n3.
negative;negative;i think if elvis knew this place wa attached to his name he would be disgusted.
negative;negative;a i normally do, i called up the hostel to confirm our booking, i wa told we were booked into a triple shared room, at which i wa passed on to the manager patrick who informed me he would email me about the issue.
negative;negative;there wa hair in the bathroom and the toilet looked like it hadn't been cleaned in weeks.
negative;negative;on the positive/negative side, the loud air conditioning covered the noise.
negative;negative;i had 2 beds, one had something unidentifiable in it...a wing, toe nail sliver, something.
negative;negative;after booking this hotel through hotels.com we stumbled across a youtube video of this hotel- we were pettrified.
negative;negative;and i even called the desk and asked them where i could put it a there are no closets, and they had no idea.
negative;negative;"""this hotel is grossly overrated."
negative;negative;"lucky we only stayed there one night and 3 at the other hotel.\nour daughter have gotten better a far a what they caught and i still have a few itchy bump left."""
positive;negative;nice, nothing like a little street noise to make for a pleasant stay.
negative;negative;i asked for a non-smoking, ground floor room.
negative;negative;not very impressed.
negative;negative;if i paid $50 or so i wouldn't have had a problem, but this place wa disgusting for the price, and by far the nastiest drury i've ever been in.
negative;negative;very depressing.\nthe only good thing wa the location.
negative;negative;"""we made reservation for an 8 night stay at this hotel and opted for the ambassador king riverview room because of the pic on the website and how it wa described when i called the hotel directy."
